0.114474736	-0.016437624	0.07910929	-0.03094606	-0.0022827974	0.06405082	0.042930365	-0.07815066	0.04340429	0.13963379	0.034305573	-0.017382756	-0.15347037	0.03701329	0.0057936176	0.010812055
0.035440914	0.058101326	0.03134567	0.04869019	-0.032471266	-0.005602401	-0.056200355	-0.028160002	0.0006055517	0.21058834	-0.012219322	0.03821055	-0.16926847	0.06383178	0.009746473	0.038031675
-0.109419726	0.2294909	-0.1648094	0.19441034	-0.20648703	-0.12152259	-0.16865598	0.086979255	-0.155375	0.21656826	-0.18748666	0.18125302	0.07527943	0.15029685	0.20458798	-0.12992348
0.032667946	0.02956896	0.01095481	0.08841701	0.0311865	0.024963913	-0.049272496	-0.04238976	-0.0029115998	0.18351984	-0.055943366	0.03399817	-0.11761012	0.041773167	0.0007945105	0.04741509
0.02435921	0.123038396	-0.03147995	0.097705096	-0.077098645	-0.016629066	-0.11358823	0.0837898	-0.11899788	0.20850007	-0.079227954	0.11610763	-0.1016116	0.0638495	0.12896842	-0.120399125
0.123253606	-0.09286307	0.12710452	-0.06406991	0.130945	0.07284276	0.03249178	-0.18852675	0.15715154	0.08512604	0.12672432	-0.03650713	-0.18191753	-0.002121993	-0.08765518	0.12240818
-0.041580316	0.10372499	-0.07491463	0.17548537	-0.09924544	-0.05978889	-0.14651254	0.08280239	-0.06266982	0.16453798	-0.13170165	0.11661022	-0.069924064	0.14350794	0.052421473	-0.10013756
-0.015289854	0.16309509	-0.059128385	0.10019224	-0.095966935	-0.05341951	-0.12585872	0.07383458	-0.14855212	0.20953268	-0.13684677	0.09411287	0.008575594	0.102948025	0.08342344	-0.13587657
-0.12097266	0.15791431	-0.11177282	0.14059393	-0.10715876	-0.12647645	-0.14514945	0.110894285	-0.13023478	0.22469017	-0.111724705	0.16514525	6.0303937e-05	0.14927734	0.14854191	-0.11641507
-0.054335315	0.10274013	0.004977479	0.10460687	-0.01474034	0.011375436	-0.107262716	-0.064996876	5.8850914e-05	0.22160205	-0.08630996	0.08036169	-0.032377895	0.09208191	-0.008319546	-0.022150677
0.14727744	-0.084649265	0.17166942	-0.1493252	0.09921822	0.096865766	0.064003795	-0.19179842	0.14247124	0.032005467	0.093455404	-0.13201126	-0.19437733	-0.036411032	-0.18802974	0.1530533
0.091786414	-0.032078568	0.09079295	-0.06000945	0.06066286	0.09777098	0.041804187	-0.11371128	0.03279458	0.1381238	-0.01406515	0.0018027562	-0.15762095	0.041951846	-0.01019774	0.035029534
0.15130475	-0.096007794	0.087506264	-0.13663349	0.12061374	0.08793586	0.04185108	-0.19025022	0.13274173	0.06763384	0.05528579	-0.040636893	-0.19328162	-0.07572996	-0.12805152	0.14712445
